Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","United States of America","Stocks","Cattle","2002","An","96723000"
"Crops and livestock products","United States of America","Stocks","Cattle","2003","An","96100000"
"Crops and livestock products","United States of America","Stocks","Cattle","2004","An","94888000"
"Crops and livestock products","United States of America","Stocks","Cattle","2005","An","95018000"
"Crops and livestock products","United States of America","Stocks","Cattle","2006","An","96701504"
"Crops and livestock products","United States of America","Stocks","Cattle","2007","An","96573000"
"Crops and livestock products","United States of America","Stocks","Cattle","2008","An","96034500"
"Crops and livestock products","United States of America","Stocks","Cattle","2009","An","94721000"
"Crops and livestock products","United States of America","Stocks","Cattle","2010","An","94081200"
"Crops and livestock products","United States of America","Stocks","Cattle","2011","An","92887400"
"Crops and livestock products","United States of America","Stocks","Cattle","2012","An","91160200"
"Crops and livestock products","United States of America","Stocks","Cattle","2013","An","90095200"
"Crops and livestock products","United States of America","Stocks","Cattle","2014","An","88526000"
"Crops and livestock products","United States of America","Stocks","Cattle","2015","An","89143000"
"Crops and livestock products","United States of America","Stocks","Cattle","2016","An","91888000"
"Crops and livestock products","United States of America","Stocks","Cattle","2017","An","93624600"
"Crops and livestock products","United States of America","Stocks","Cattle","2018","An","94298000"
"Crops and livestock products","United States of America","Stocks","Cattle","2019","An","94804701"
"Crops and livestock products","United States of America","Stocks","Cattle","2020","An","93793300"
"Crops and livestock products","United States of America","Stocks","Cattle","2021","An","93586500"
"Crops and livestock products","United States of America","Stocks","Cattle","2022","An","91788700"
"Crops and livestock products","United States of America","Stocks","Cattle","2023","An","88841000"
